epoch,lr,loss,iou,dice,val_loss,val_iou,val_dice
0.0,0.0001,0.7115648918144115,0.2982565868244405,0.3739275901419813,0.5974490679907868,0.3700812345293126,0.5045196301206891
1.0,0.0001,0.42726136710156093,0.5027418482838293,0.6585112612458952,0.5084503881354153,0.46251118832529303,0.5896793715458934
2.0,0.0001,0.38198413008025717,0.5524933398446271,0.7018675466788231,0.37456637122789105,0.5412057443542264,0.675572702460175
3.0,0.0001,0.33799531189845755,0.5862527107271256,0.7309228124552138,0.4325175339232604,0.4767931218839099,0.616447010002871
4.0,0.0001,0.3394713568948693,0.5842431135764824,0.7294882842173637,0.3546836286708068,0.5501381029004512,0.6849143272486705
5.0,0.0001,0.3117450654216401,0.6163089315916288,0.7547515984516401,0.37565543047375227,0.5314807277240104,0.6667058306574744
6.0,0.0001,0.2976568211837635,0.6248778430515317,0.760895994033693,0.3356874587567206,0.5518620943285841,0.6862428795324517
7.0,0.0001,0.2875342565987791,0.6415933237290389,0.7752187834023233,0.4245130236794694,0.4988458548897808,0.6303207755323753
8.0,0.0001,0.27379894566226315,0.6591281697059094,0.7883310074839219,0.33394151361074076,0.5513404240673468,0.6835763639124138
9.0,0.0001,0.26997126979971087,0.6730369428488491,0.7993065207304199,0.3220918221192526,0.548843845091786,0.6788119389762004
10.0,0.0001,0.2807245706389477,0.6459320734064229,0.7767489442142815,0.31219491654180354,0.583064538554424,0.711553884783749
11.0,0.0001,0.26443748207545126,0.6696610899488376,0.7951011769819097,0.30736653733279246,0.6011630621805225,0.7273602482348889
12.0,0.0001,0.2540096289345196,0.6782025067055781,0.8018730705885636,0.2950838894277317,0.5998069797424607,0.728724977929352
13.0,0.0001,0.25415953214872966,0.6833255505572795,0.806721082910363,0.31116178579311765,0.5815775981626975,0.7150378625401785
14.0,0.0001,0.26064338133513154,0.6744682165212736,0.8001172032951327,0.31132454539968574,0.5969566612440376,0.7242595917121808
15.0,0.0001,0.24034506029316358,0.6966909050074316,0.815754199132091,0.2982269169223261,0.5813886759494379,0.7093766231916893
16.0,0.0001,0.24186736587193106,0.6900810742385974,0.8111081373150436,0.2913458526761188,0.6135372392070244,0.7396508685236077
17.0,0.0001,0.22499738807802078,0.7112833967006772,0.8260466806663771,0.31264126926166697,0.5703763091442031,0.6986640871055705
18.0,0.0001,0.23519664690769337,0.6965987681438541,0.8160971246652149,0.28482414761112645,0.6135666980027018,0.7412135561388277
19.0,0.0001,0.22887510482173462,0.7035654563277012,0.8202690835035743,0.31060323833826103,0.5764161936230888,0.7097347738464969
20.0,0.0001,0.22322637345883753,0.7125115985412648,0.8272723424871984,0.2921966880969891,0.6107389993712258,0.7357020009801112
21.0,0.0001,0.2165625968633534,0.7193483725509887,0.832037276750987,0.28306508975060557,0.6337854594137167,0.7573157508061139
22.0,0.0001,0.21006855753238324,0.7295662196166681,0.8393141580250459,0.2974287376939373,0.5893440666192501,0.7189560687275859
23.0,0.0001,0.21203110367059708,0.7353758704378738,0.8435494662379582,0.5100097413458633,0.39388020057659323,0.5200746280975537
24.0,0.0001,0.21789532014495366,0.717270087857132,0.8307020610178777,0.29132283730526326,0.61821587884075,0.7446668497254002
25.0,0.0001,0.20002473694840808,0.7415296871573508,0.8477941449390449,0.2709350259276778,0.6405739322040499,0.761644721616628
26.0,0.0001,0.19994251613880132,0.742582090702634,0.8481149178549302,0.2710918476446116,0.6395844190600933,0.7640527507624815
27.0,0.0001,0.19634038359894382,0.7451275972844212,0.8501338612072865,0.27188589128964885,0.6452472519535626,0.7664947889875579
28.0,0.0001,0.18641812155966636,0.7581463629538889,0.8593372884483705,0.29559371564993553,0.6142018901598089,0.7386807387373832
29.0,0.0001,0.21735307671032944,0.7108904818064409,0.8239690414674009,0.2880233373034676,0.6209888205325587,0.7468613012733413
30.0,0.0001,0.19763787780198958,0.7441131795261957,0.8500000264994637,0.30705954900725346,0.6011859629056205,0.728297119100795
31.0,0.0001,0.19650083069096913,0.750498299344311,0.8539224762350075,0.2809886514056227,0.6276069221116916,0.747729698417237
32.0,0.0001,0.19055966786169387,0.7510020177697772,0.8541049917646982,0.275611201413942,0.6394971786131144,0.7607850693165777
33.0,0.0001,0.17808983533026337,0.7704694649767109,0.8674485129061054,0.28112373577302685,0.6119642227528648,0.7398056159408436
34.0,0.0001,0.18221810648774173,0.7616854539118904,0.8613290684245193,0.28526760178674493,0.6194718262196538,0.7470925731500291
35.0,0.0001,0.19185276261784814,0.746617844261543,0.8511433423518581,0.28444762307458077,0.6470549061046658,0.7652179004678694
36.0,0.0001,0.1923955534040541,0.7452594397046377,0.8499247977805161,0.30072691033947246,0.6168419491512575,0.742755690592119
