epoch,lr,loss,iou,dice,val_loss,val_iou,val_dice
0.0,1e-05,1.221453405406377,0.007340275950090679,0.0023992233835661877,1.170201503529268,0.0027249309186401127,0.002711949616226395
1.0,1e-05,1.156710156512587,0.024100897676409924,0.002788120668786131,1.1487227912042655,0.13891934977443451,0.003284581636934277
2.0,1e-05,1.1420553324973746,0.1834306487651108,0.0036999868210011804,1.139351886393977,0.2312975836569109,0.003921705142058681
3.0,1e-05,1.133051150955566,0.2470576435452148,0.005461830972660657,1.131639302478117,0.2500893693334327,0.0060528236809903385
4.0,1e-05,1.1256995877174483,0.2885238345737828,0.0065958526665705315,1.1251955135195864,0.26903491311488453,0.006404415693064073
5.0,1e-05,1.1202392992908008,0.31409021562233647,0.007058729512477835,1.1201639437207989,0.26862121877537415,0.006838562793475971
6.0,1e-05,1.1145066636882417,0.34623262843706154,0.007564078354607158,1.113423336720934,0.3066520467347583,0.007252414906640814
7.0,1e-05,1.109036264517536,0.3759212708728446,0.008045104328121307,1.1082944323034847,0.32818690971559905,0.007294503383191593
8.0,1e-05,1.1042564062223041,0.39998967988187517,0.008463902762148257,1.1041774282268448,0.3298587467161099,0.007518283977707862
9.0,1e-05,1.099834051850724,0.42196852660253403,0.008822472404803485,1.0993979659734987,0.33898078253406544,0.008099940898893383
10.0,1e-05,1.095602378943195,0.43940878320845705,0.00917456432945871,1.0960767002666698,0.31618581158450637,0.008575765994502693
11.0,1e-05,1.091360335480677,0.45636325316134785,0.009554273756228958,1.0913808303720811,0.34908061678452984,0.00823374556960137
12.0,1e-05,1.0871991451472451,0.47259724003236,0.00994906570285471,1.0867884420881084,0.3771755760031059,0.008596294649010594
13.0,1e-05,1.083290317777085,0.49387270346922724,0.010349255438195055,1.0834925595451803,0.36969730750033186,0.009379779334047945
14.0,1e-05,1.0795022962844536,0.5007754500687686,0.010761067836119964,1.0792630709853828,0.3415575385424895,0.010013166886199652
15.0,1e-05,1.0757654083918218,0.5179791884870223,0.011190878085313433,1.0760064125061035,0.3865115980659193,0.00982779017867854
16.0,1e-05,1.0722942419248085,0.5213297769482487,0.011576960344349106,1.072323756124459,0.39771818551907706,0.010120834913690353
17.0,1e-05,1.0689044392272218,0.5218089773178728,0.011994356837546814,1.0705117926878087,0.3622517134267412,0.010652717140537464
18.0,1e-05,1.0654977819690965,0.5327301059850548,0.012454579403895553,1.0667274386275047,0.41159380681177793,0.010768281200447167
19.0,1e-05,1.0621800445530512,0.5405583496681631,0.012955516749679536,1.063321645119611,0.38775706568480733,0.012025926317260566
20.0,1e-05,1.0589780317593926,0.5516235970968169,0.013445000627076674,1.0607335371129654,0.4002022913150967,0.011681035182225777
21.0,1e-05,1.0559451281207881,0.5459337362280084,0.013897181650723971,1.057035424195084,0.40384975323848116,0.011398070642894753
22.0,1e-05,1.0529243487201325,0.5518638621337574,0.014401293921343147,1.054545627855787,0.3889386732957257,0.012623909420321832
23.0,1e-05,1.049936432054598,0.5554454436769448,0.014969133634149659,1.0513143502029718,0.431038494011981,0.01289134744510397
24.0,1e-05,1.047032744917151,0.5502900647839319,0.015495553842250348,1.0495141922258864,0.39771570466119005,0.013752198948083624
25.0,1e-05,1.0440457933569607,0.5666514523972777,0.01615523204323705,1.0460024095049092,0.3722663908874482,0.014345933988307918
26.0,1e-05,1.0411631128559373,0.5736254932687671,0.016772393105439664,1.043399954777138,0.42708726148916565,0.014067622636025132
27.0,1e-05,1.038409303965634,0.5717836906808603,0.01737990533742456,1.0408210646872427,0.4030228366740772,0.014686221715469319
28.0,1e-05,1.0356178478018878,0.5754035028206406,0.018065037842615574,1.0391426214984818,0.4044490998289694,0.015741576853281362
29.0,1e-05,1.0328725654784947,0.5797277937431504,0.018767874426355042,1.035691261291504,0.38908016313663,0.01658589194963428
30.0,1e-05,1.030264729098098,0.5705539051551313,0.01946129467384773,1.0330835861318253,0.4236990834682699,0.016706215768329723
31.0,1e-05,1.0275921902427934,0.5773132402281851,0.020241140044752835,1.0306073700680451,0.423130965636857,0.017204705328847783
32.0,1e-05,1.0249089780735643,0.5824883334793978,0.02105866490893072,1.028745752689885,0.42977477553162474,0.017938729667265597
33.0,1e-05,1.022440411538294,0.5709446810630027,0.021795413584539392,1.0249641392745223,0.4319986675864609,0.019000647131678983
34.0,1e-05,1.0197601964212444,0.5735736442061374,0.022698887784246235,1.0229625989409055,0.4081716380415872,0.020070968616600064
35.0,1e-05,1.017081031570696,0.5847589665808698,0.023706264741916,1.0201853195826212,0.40896671224505216,0.020168212459435484
36.0,1e-05,1.014407160265805,0.5975473061020432,0.024716639730056944,1.018363071189207,0.4244335727772049,0.020529954540510174
37.0,1e-05,1.011930426097896,0.5879467280167643,0.025672581214186068,1.0164211411102146,0.42003949108430605,0.021321647440913197
38.0,1e-05,1.009157452191392,0.6077751930954175,0.02686704165675057,1.0134068573222441,0.4232427138081193,0.02303786980840671
39.0,1e-05,1.0066747335538473,0.5953386262328074,0.027909047957419473,1.0098347301576651,0.4274239474752949,0.02466938104560551
40.0,1e-05,1.0041920409627156,0.5862938494671345,0.02900591089477999,1.0092457481459076,0.39374556966207447,0.02489976925850846
41.0,1e-05,1.001565736858812,0.5885816884872144,0.030303638909557055,1.006086939456416,0.4248728104127391,0.02581687149285057
42.0,1e-05,0.998844315662776,0.5921821189841652,0.03166566539967088,1.0035876154899597,0.4301007550116116,0.026586287264763638
43.0,1e-05,0.9960748246271316,0.60471456371581,0.03310309102348611,1.0009347335965026,0.42612497787788106,0.028411349141063566
