epoch,lr,loss,iou,dice,val_loss,val_iou,val_dice
0.0,0.001,1.1889911588136253,0.0868053945242824,0.004452512341817833,1.1124454111462023,0.1253100405867979,0.005433356590073087
1.0,0.001,1.0640853461507078,0.1470609654377683,0.012875009427664837,1.0410427470028571,0.11207009685147788,0.021655720143939548
2.0,0.001,0.9977134280390554,0.21860627339990782,0.03874946131522377,0.9733124497300953,0.18993517167755947,0.053120815278513714
3.0,0.001,0.9082974894093229,0.2773939689967476,0.12020369708655977,0.8498122826089777,0.20079420174790363,0.16801623736275906
4.0,0.001,0.7118546028996443,0.34207923459595363,0.3601054535492266,0.6299942615052808,0.38017391038888915,0.44765171727544756
5.0,0.001,0.5600454278967597,0.39167854029495697,0.5255044089438798,0.5946364827046133,0.3414516321431816,0.461231032111409
6.0,0.001,0.5119803363046089,0.41674189699273484,0.5702657783667755,0.4945573622967393,0.46429347790540076,0.5944540541314748
7.0,0.001,0.4829036622465431,0.45042792346182886,0.6075432922823661,0.4997992472621137,0.39770788423142966,0.5356680858089637
8.0,0.001,0.4551111474246174,0.49152797715559654,0.6483558107482587,0.575188955243795,0.39801132662862,0.5250891180834929
9.0,0.001,0.458530353164518,0.46714933069672004,0.6265585009860623,0.4920432337422879,0.40491511583748846,0.5459255431490394
10.0,0.001,0.4440420904716888,0.4924902551615354,0.650861978386677,0.4806104347066852,0.45241578297112967,0.5948230933889538
11.0,0.001,0.4337750112565307,0.4989709444215582,0.6574444622867198,0.48989409156766334,0.3904309147327464,0.5347131989396576
12.0,0.001,0.41845042930988524,0.5260538419566668,0.6808483121560425,0.4493939849072987,0.4680796875337698,0.610285566155564
13.0,0.001,0.4164469408524501,0.5265995427929998,0.6817967194851949,0.5547201666089918,0.33390698254230616,0.4724738088161598
14.0,0.001,0.41623112090028724,0.5196146656072609,0.6759754877426467,0.4384990492540409,0.49820854255077174,0.6378127238733522
15.0,0.001,0.4039499621306147,0.5344541844987348,0.6891435021749982,0.4916355006976499,0.3875874379732911,0.533841141682909
16.0,0.001,0.4046899896453727,0.5404099827087582,0.6945127428288265,0.4346874120084284,0.47078256085417697,0.6119418839007977
17.0,0.001,0.40641390953164597,0.5401231045438604,0.6937541212634345,0.42948387558934326,0.5002348241673767,0.6421008518604668
18.0,0.001,0.40426852839527194,0.5401969009325447,0.6941935283677252,0.44283995281378885,0.47876923895130175,0.6198191726953644
19.0,0.001,0.38537753533039776,0.5611544191466752,0.7125517051337598,0.42721471130332617,0.478724120132109,0.621986743843663
20.0,0.001,0.38400485652027194,0.5674605656804399,0.7175806117151445,0.4336267907269063,0.49539370137643757,0.6376595795384594
21.0,0.001,0.38477268118362923,0.5606618062451182,0.7116398852505024,0.45639699955151475,0.43222341149763244,0.5774905813869409
22.0,0.001,0.38370059532198036,0.5627719585788261,0.7138616371291573,0.4189605101384759,0.5303416932234946,0.6663355661603375
23.0,0.001,0.3718134308499949,0.5712749503762897,0.7209384258720126,0.4088956870847202,0.5458220322070237,0.6814420565313305
24.0,0.001,0.37364961148856524,0.5722646752741747,0.7207832323798722,0.42789385744748953,0.5422219444460975,0.6751351489976001
25.0,0.001,0.35764853704672356,0.5906515479879899,0.7371179359305965,0.3896313856761119,0.5607962039379053,0.6936040253233428
26.0,0.001,0.35159587763346634,0.602139460954623,0.7455824685739061,0.41365508954188324,0.49825780183626556,0.6405070296690352
27.0,0.001,0.35733593371394395,0.592682676048485,0.7387288885565947,0.3991566704913587,0.5370494297705087,0.6769765544810372
28.0,0.001,0.3707141141322526,0.5837279695512917,0.7316294793413958,0.42758250803356557,0.4684264004372074,0.6158884340919377
29.0,0.001,0.3540410084964393,0.5943950559069763,0.74020329513812,0.4021960429052798,0.5261218414419649,0.6655814435477805
30.0,0.001,0.35430231250145217,0.5984135161509944,0.7427746273063247,0.43422599119652244,0.540486417989661,0.6735840822594558
31.0,0.001,0.3550697799723644,0.6003851973354368,0.7447497021519557,0.3950450702084588,0.5599507438820274,0.6931721733632982
32.0,0.001,0.3495194957434357,0.6056958991973099,0.7488800559517959,0.3906518899398166,0.5426490142899985,0.681065014197728
33.0,0.001,0.3384679357533331,0.6109561790864867,0.7530709925537669,0.36797040297249894,0.5642595515083234,0.7010899240955979
34.0,0.001,0.3357453177888672,0.6191219673705881,0.7596977889877075,0.38069380154183685,0.5629196868467137,0.697786269394672
35.0,0.001,0.3431928086687218,0.6060971507019813,0.7488994233291463,0.39542926139378065,0.5363999166856788,0.675094005033136
36.0,0.001,0.33254733821981913,0.6196334217178248,0.7601931215262447,0.38307599933758935,0.5550404804993903,0.6921995001376692
37.0,0.001,0.3261781479534391,0.6247328970686394,0.7638673290510842,0.39519202296946854,0.550661631863286,0.6855111870813773
38.0,0.001,0.3360275578769771,0.6183876742711663,0.7582926681809469,0.4022503697906516,0.5345790099409096,0.6741718317358874
39.0,0.001,0.3353234539171318,0.6199291341072835,0.7602306384340495,0.3846037599985469,0.5402635030684544,0.6802323564887658
40.0,0.001,0.33346327079774496,0.6203792070358494,0.7608689761712571,0.44804746513751464,0.5395797431536292,0.6716623000579397
41.0,0.001,0.33287283565316883,0.6198863790681074,0.7605801966256406,0.3737663663601669,0.5747052515743151,0.7087548176355581
42.0,0.001,0.33142873567420167,0.6179869376140927,0.7586363975272425,0.3699541267125682,0.5631769047943065,0.7004060053914953
43.0,0.001,0.3239045099585087,0.633573807725038,0.7704067858967469,0.40862697654911007,0.5456561766855756,0.6797093256050678
44.0,0.001,0.3386625233892496,0.6148418347597996,0.7557004545019064,0.3809428285453093,0.5593541345273226,0.6933735075741568
45.0,0.001,0.3182556249878623,0.6349501679345433,0.7720406960648551,0.3865252455819924,0.53870144113362,0.6793326502331254
