epoch,lr,loss,iou,dice,val_loss,val_iou,val_dice
0.0,0.0001,1.3357396576698723,0.008096840211610999,0.0045283329457476585,1.2929534946463637,1.0703890576187034e-08,0.0027405153943938507
1.0,0.0001,1.2767471818180827,0.07694066391821638,0.005524125729538678,1.2187838654009684,1.0703890576187034e-08,0.002774848408029265
2.0,0.0001,1.2017249372098353,0.21815645539822623,0.006702327863488661,1.161803057283077,1.0703890576187034e-08,0.0027812003325470816
3.0,0.0001,1.1303043346126358,0.25410538110716935,0.009273102059624783,1.0999837031625532,1.0703890576187034e-08,0.0026199812101013746
4.0,0.0001,1.0699622710416843,0.29323152817043857,0.015722582788036184,1.0600062529704068,1.0703890576187034e-08,0.0026803882811792246
5.0,0.0001,1.0339331947170294,0.26886324489018865,0.02419776340482951,1.0386451087698814,1.0703890576187034e-08,0.0025356887908321735
6.0,0.0001,0.9878127393977982,0.3018313309708996,0.04592701553324647,1.0193505438329165,1.0703890576187034e-08,0.0025405758308105074
7.0,0.0001,0.9120639487133397,0.3560829394149676,0.1103784679694114,1.00636711793949,1.0703890576187034e-08,0.00241658223151627
8.0,0.0001,0.7643638837647129,0.42872652176542225,0.28851717839490953,1.0036049215525646,1.0703890576187034e-08,0.0017196601434425174
9.0,0.0001,0.6066974143606502,0.47475431826028086,0.49351923404572773,1.0040200388740737,1.0703890576187034e-08,0.0011694222817800618
10.0,0.0001,0.5016447412599991,0.5209406137101171,0.6098979614837883,1.00486458412852,1.0703890576187034e-08,0.0006708279674217365
11.0,0.0001,0.456532757245488,0.5376467083028124,0.6556488553752565,1.0055543974428425,1.0703890576187034e-08,0.0004000947590719202
12.0,0.0001,0.4414979332162962,0.535529009028079,0.6666281791761587,1.0059323733409475,1.0703890576187034e-08,0.00026641541308343827
13.0,0.0001,0.40945019164158925,0.5533630750088062,0.6882030829806126,1.0065937918270011,1.0703890576187034e-08,0.00012827978082806458
14.0,0.0001,0.4007083686528268,0.5569058381100895,0.694476366137076,1.006513607948589,1.0703890576187034e-08,0.00014179582439584898
15.0,0.0001,0.38592552289657006,0.5703033143313544,0.7100810761172704,1.0066981782830757,1.0703890576187034e-08,0.0001130280872858492
